Path,SteerAngle,Throttle,Brake,Speed,X_Position,Y_Position,Pitch,Yaw,Roll
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_46_711.jpg,15,0,0,0,99.66261,85.58483,359.9831,228.3763,0.02152808
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_46_772.jpg,15,0,0,0,99.66259,85.58479,359.9705,231.0354,0.02815164
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_46_839.jpg,15,0,0,0,99.66257,85.58475,359.9569,234.5834,0.03681995
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_46_906.jpg,15,0,0,0,99.66255,85.58471,359.949,237.2464,0.04283364
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_46_972.jpg,15,0,0,0,99.66254,85.58466,359.9431,239.9111,0.04815495
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_47_039.jpg,15,0,0,0,99.66251,85.58463,359.9381,243.4664,0.05383554
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_47_105.jpg,15,0,0,0,99.6625,85.58458,359.9363,246.1347,0.0568275
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_47_172.jpg,15,0,0,0,99.6625,85.58457,359.9352,248.8344,0.05912851
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_47_239.jpg,15,0,0,0,99.6625,85.58457,359.9358,252.4345,0.06026113
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_47_306.jpg,15,0,0,0,99.6625,85.58457,359.9375,255.1345,0.05963195
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_47_372.jpg,15,0,0,0,99.6625,85.58457,359.9401,257.8345,0.05776977
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_47_439.jpg,15,0,0,0,99.6625,85.58458,359.9444,261.4345,0.05350668
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_47_506.jpg,15,0,0,0,99.6625,85.58458,359.9481,264.1345,0.04912199
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_47_572.jpg,15,0,0,0,99.6625,85.58458,359.952,266.8345,0.04387653
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_47_639.jpg,15,0,0,0,99.6625,85.58458,359.9573,270.4345,0.03582472
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_47_706.jpg,15,0,0,0,99.66251,85.58459,359.9611,273.1345,0.02921802
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_47_772.jpg,15,0,0,0,99.66253,85.58458,359.9647,275.8345,0.02232339
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_47_839.jpg,15,0,0,0,99.66252,85.58459,359.969,279.4345,0.01298326
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_47_906.jpg,15,0,0,0,99.66252,85.58459,359.9719,282.1345,0.006080265
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_47_972.jpg,12.00314,0.199791,0,0,99.66269,85.58407,359.9862,282.2375,-0.0007756673
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_48_039.jpg,9.004292,0.3997139,0,0,99.66357,85.58064,0.06501761,282.0415,359.993
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_48_105.jpg,6.01044,0.599304,0,0.03789755,99.66505,85.57494,0.1884148,282.0692,359.9922
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_48_172.jpg,3.0075,0.7995,0,0.06813623,99.66686,85.56748,0.3365237,282.1052,359.9904
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_48_239.jpg,0.005325079,0.999645,0,0.1041223,99.67071,85.55075,0.6331032,282.2865,0.002000914
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_48_306.jpg,0,1,0,0.1689457,99.67418,85.53439,0.8818663,282.2462,0.0006993033
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_48_372.jpg,0,1,0,0.2308035,99.67841,85.51501,1.14093,282.2289,0.0004083581
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_48_439.jpg,0,1,0,0.2756028,99.68441,85.48832,1.322503,282.2421,0.003594184
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_48_506.jpg,0,1,0,0.3278617,99.68899,85.46796,1.215384,282.2549,0.0004578991
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_48_572.jpg,0,1,0,0.4027787,99.6942,85.44448,1.115193,282.3675,-0.001075572
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_48_639.jpg,0,1,0,0.4528072,99.70277,85.4063,1.100747,282.4695,0.001403663
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_48_706.jpg,0,1,0,0.5164338,99.7101,85.37331,1.151857,282.3375,0.0008740138
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_48_772.jpg,0,1,0,0.5664195,99.71786,85.33856,1.194467,282.3351,0.001181279
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_48_839.jpg,0,1,0,0.5966201,99.72936,85.28712,1.242775,282.2781,0.001730659
